t 1 2 3 4 jOP1 jV0200 
0.0001938 4.89553 -1.91045 -4.36116 -4.36116 0.000435528 -0.000680598 
0.0001944 5.4091 -1.49903 -4.20641 -4.20641 0.000420074 -0.000690813 
0.000195 5.90324 -1.08222 -4.03656 -4.03656 0.000403112 -0.000698546 
0.0001956 6.37618 -0.661526 -3.85221 -3.85221 0.000384702 -0.00070377 
0.0001962 6.82621 -0.238455 -3.65402 -3.65402 0.00036491 -0.000706466 
0.0001968 7.25173 0.185473 -3.44271 -3.44271 0.000343807 -0.000706625 
0.0001974 7.65119 0.608734 -3.21903 -3.21903 0.000321469 -0.000704246 
0.000198 8.02318 1.02981 -2.98379 -2.98379 0.000297977 -0.000699337 
0.0001986 8.36634 1.44718 -2.73783 -2.73783 0.000273414 -0.000691916 
0.0001992 8.67946 1.85936 -2.48204 -2.48204 0.000247869 -0.00068201 
0.0001998 8.9614 2.26486 -2.21733 -2.21733 0.000221434 -0.000669654 
0.0002004 9.21115 2.66223 -1.94466 -1.94466 0.000194204 -0.000654892 
0.000201 9.42781 3.05003 -1.665 -1.665 0.000166276 -0.000637779 
0.0002016 9.61061 3.42687 -1.37936 -1.37936 0.00013775 -0.000618374 
0.0002022 9.75889 3.79141 -1.08877 -1.08877 0.00010873 -0.000596748 
0.0002028 9.87212 4.14233 -0.794268 -0.794268 7.93198e-005 -0.000572979 
0.0002034 9.94989 4.47837 -0.496912 -0.496912 4.96242e-005 -0.000547152 
0.000204 9.99192 4.79832 -0.197771 -0.197771 1.97505e-005 -0.00051936 
0.0002046 9.99805 5.10104 0.102081 0.102081 -1.01943e-005 -0.000489702 
0.0002052 9.96828 5.38543 0.401565 0.401565 -4.01024e-005 -0.000458285 
0.0002058 9.9027 5.65049 0.699608 0.699608 -6.98664e-005 -0.000425221 
0.0002064 9.80155 5.89524 0.995137 0.995137 -9.93795e-005 -0.000390631 
0.000207 9.6652 6.11882 1.28709 1.28709 -0.000128536 -0.000354637 
0.0002076 9.49412 6.32042 1.57442 1.57442 -0.00015723 -0.00031737 
0.0002082 9.28895 6.49932 1.8561 1.8561 -0.00018536 -0.000278962 
0.0002088 9.05041 6.65488 2.13111 2.13111 -0.000212824 -0.000239553 
0.0002094 8.77936 6.78653 2.39847 2.39847 -0.000239523 -0.000199283 
0.00021 8.47678 6.8938 2.65721 2.65721 -0.000265362 -0.000158298 
0.0002106 8.14375 6.97632 2.9064 2.9064 -0.000290248 -0.000116743 
0.0002112 7.78147 7.03377 3.14516 3.14516 -0.000314092 -7.47697e-005 
0.0002118 7.39123 7.06596 3.37262 3.37262 -0.000336807 -3.25275e-005 
0.0002124 6.97445 7.07277 3.58796 3.58796 -0.000358312 9.83148e-006 
0.000213 6.53262 7.05417 3.79042 3.79042 -0.000378531 5.21552e-005 
0.0002136 6.06732 7.01024 3.97926 3.97926 -0.000397389 9.42915e-005 
0.0002142 5.58023 6.94112 4.15381 4.15381 -0.000414821 0.000136089 
0.0002148 5.0731 6.84708 4.31344 4.31344 -0.000430762 0.000177398 
0.0002154 4.54774 6.72844 4.45757 4.45757 -0.000445156 0.00021807 
0.000216 4.00605 6.58563 4.5857 4.5857 -0.000457951 0.000257958 
0.0002166 3.44997 6.41917 4.69735 4.69735 -0.000469102 0.00029692 
0.0002172 2.88149 6.22965 4.79213 4.79213 -0.000478567 0.000334815 
0.0002178 2.30267 6.01775 4.8697 4.8697 -0.000486313 0.000371508 
0.0002184 1.71558 5.78424 4.92977 4.92977 -0.000492312 0.000406866 
0.000219 1.12232 5.52995 4.97214 4.97214 -0.000496544 0.000440763 
0.0002196 0.525033 5.2558 4.99665 4.99665 -0.000498991 0.000473076 
0.0002202 -0.0741409 4.96277 5.00321 5.00321 -0.000499646 0.000503691 
0.0002208 -0.673048 4.65191 4.9918 4.9918 -0.000498507 0.000532496 
0.0002214 -1.26954 4.32434 4.96246 4.96246 -0.000495577 0.000559388 
0.000222 -1.86147 3.98125 4.91529 4.91529 -0.000490867 0.000584271 
0.0002226 -2.44671 3.62385 4.85047 4.85047 -0.000484393 0.000607056 
0.0002232 -3.02317 3.25343 4.76823 4.76823 -0.00047618 0.00062766 
0.0002238 -3.58876 2.87133 4.66886 4.66886 -0.000466257 0.00064601 
0.0002244 -4.14147 2.47892 4.55272 4.55272 -0.000454658 0.000662039 
0.000225 -4.6793 2.0776 4.42023 4.42023 -0.000441427 0.00067569 
0.0002256 -5.20032 1.66882 4.27186 4.27186 -0.00042661 0.000686914 
0.0002262 -5.70266 1.25404 4.10814 4.10814 -0.000410261 0.000695671 
0.0002268 -6.18452 0.834764 3.92967 3.92967 -0.000392438 0.000701929 
0.0002274 -6.64417 0.412485 3.73709 3.73709 -0.000373205 0.000705665 
0.000228 -7.07995 -0.0112744 3.53108 3.53108 -0.000352632 0.000706867 
0.0002286 -7.4903 -0.434994 3.31239 3.31239 -0.000330792 0.00070553 
0.0002292 -7.87374 -0.857151 3.0818 3.0818 -0.000307764 0.000701659 
0.0002298 -8.22891 -1.27623 2.84014 2.84014 -0.000283631 0.000695268 
0.0002304 -8.55451 -1.69072 2.58828 2.58828 -0.000258479 0.000686379 
0.000231 -8.84939 -2.09914 2.32712 2.32712 -0.000232398 0.000675025 
0.0002316 -9.11248 -2.50002 2.0576 2.0576 -0.000205483 0.000661246 
0.0002322 -9.34284 -2.89193 1.7807 1.7807 -0.000177829 0.000645092 
0.0002328 -9.53964 -3.27344 1.49739 1.49739 -0.000149537 0.00062662 
0.0002334 -9.70218 -3.64319 1.20871 1.20871 -0.000120708 0.000605898 
0.000234 -9.82987 -3.99986 0.915686 0.915686 -9.14452e-005 0.000583 
0.0002346 -9.92225 -4.34217 0.619373 0.619373 -6.18538e-005 0.000558008 
0.0002352 -9.97898 -4.66887 0.320836 0.320836 -3.20403e-005 0.000531011 
0.0002358 -9.99988 -4.97881 0.021146 0.021146 -2.11174e-006 0.000502107 
0.0002364 -9.98486 -5.27086 -0.27862 -0.27862 2.78244e-005 0.0004714 
0.000237 -9.93397 -5.54398 -0.577385 -0.577385 5.76607e-005 0.000438999 
0.0002376 -9.8474 -5.79719 -0.874076 -0.874076 8.72898e-005 0.000405021 
0.0002382 -9.72546 -6.02957 -1.16763 -1.16763 0.000116605 0.000369589 
0.0002388 -9.56858 -6.24029 -1.45699 -1.45699 0.000145502 0.000332829 
0.0002394 -9.37734 -6.4286 -1.74111 -1.74111 0.000173876 0.000294873 
0.00024 -9.15241 -6.59382 -2.01898 -2.01898 0.000201626 0.000255859 
0.0002406 -8.89461 -6.73536 -2.2896 -2.2896 0.000228651 0.000215925 
0.0002412 -8.60486 -6.8527 -2.55199 -2.55199 0.000254855 0.000175216 
0.0002418 -8.2842 -6.94543 -2.80522 -2.80522 0.000280144 0.000133877 
0.0002424 -7.93379 -7.01321 -3.04837 -3.04837 0.000304426 9.20578e-005 
0.000243 -7.55488 -7.0558 -3.28057 -3.28057 0.000327615 4.99077e-005 
0.0002436 -7.14883 -7.07305 -3.50099 -3.50099 0.000349627 7.57829e-006 
0.0002442 -6.7171 -7.06489 -3.70883 -3.70883 0.000370383 -3.47783e-005 
0.0002448 -6.26125 -7.03135 -3.90336 -3.90336 0.000389809 -7.701e-005 
0.0002454 -5.78291 -6.97256 -4.08386 -4.08386 0.000407835 -0.000118965 
0.000246 -5.28379 -6.88872 -4.24969 -4.24969 0.000424396 -0.000160493 
0.0002466 -4.7657 -6.78014 -4.40026 -4.40026 0.000439432 -0.000201444 
0.0002472 -4.23048 -6.6472 -4.53502 -4.53502 0.00045289 -0.000241672 
0.0002478 -3.68008 -6.49039 -4.65349 -4.65349 0.000464722 -0.000281032 
0.0002484 -3.11645 -6.31027 -4.75525 -4.75525 0.000474884 -0.000319382 
0.000249 -2.54163 -6.10748 -4.83993 -4.83993 0.00048334 -0.000356585 
0.0002496 -1.95768 -5.88275 -4.90722 -4.90722 0.00049006 -0.000392507 
0.0002502 -1.3667 -5.63689 -4.95688 -4.95688 0.00049502 -0.000427019 
0.0002508 -0.77081 -5.37079 -4.98875 -4.98875 0.000498202 -0.000459998 
0.0002514 -0.172151 -5.08539 -5.00269 -5.00269 0.000499594 -0.000491324 
0.000252 0.427127 -4.78173 -4.99866 -4.99866 0.000499192 -0.000520886 
0.0002526 1.02487 -4.46089 -4.97668 -4.97668 0.000496997 -0.000548576 
0.0002532 1.61893 -4.12403 -4.93682 -4.93682 0.000493017 -0.000574296 
0.0002538 2.20718 -3.77235 -4.87923 -4.87923 0.000487265 -0.000597953 
0.0002544 2.7875 -3.40713 -4.80412 -4.80412 0.000479764 -0.000619463 
0.000255 3.3578 -3.02967 -4.71174 -4.71174 0.000470539 -0.000638747 
0.0002556 3.91605 -2.64132 -4.60245 -4.60245 0.000459624 -0.000655737 
0.0002562 4.46023 -2.24349 -4.47662 -4.47662 0.000447058 -0.000670372 
0.0002568 4.98839 -1.8376 -4.33471 -4.33471 0.000432887 -0.000682598 
0.0002574 5.49863 -1.42511 -4.17724 -4.17724 0.00041716 -0.000692373 
0.000258 5.98912 -1.0075 -4.00475 -4.00475 0.000399935 -0.000699661 
0.0002586 6.4581 -0.586266 -3.81789 -3.81789 0.000381274 -0.000704436 
0.0002592 6.90388 -0.162931 -3.61731 -3.61731 0.000361243 -0.000706681 
0.0002598 7.32486 0.260989 -3.40373 -3.40373 0.000339915 -0.000706387 
0.0002604 7.71953 0.683972 -3.17794 -3.17794 0.000317365 -0.000703556 
0.000261 8.08648 1.1045 -2.94072 -2.94072 0.000293676 -0.000698198 
0.0002616 8.42437 1.52106 -2.69294 -2.69294 0.000268931 -0.000690332 
0.0002622 8.73201 1.93215 -2.4355 -2.4355 0.000243221 -0.000679986 
0.0002628 9.00829 2.33631 -2.1693 -2.1693 0.000216637 -0.000667198 
0.0002634 9.2522 2.73207 -1.89531 -1.89531 0.000189275 -0.000652013 
0.000264 9.46289 3.11802 -1.61451 -1.61451 0.000161233 -0.000634487 
0.0002646 9.63958 3.49277 -1.32791 -1.32791 0.000132612 -0.000614681 
0.0002652 9.78165 3.85498 -1.03655 -1.03655 0.000103515 -0.000592667 
0.0002658 9.88858 4.20333 -0.741459 -0.741459 7.40459e-005 -0.000568525 
0.0002664 9.96 4.53659 -0.443706 -0.443706 4.43108e-005 -0.000542341 
0.000267 9.99564 4.85356 -0.144359 -0.144359 1.44165e-005 -0.000514208 
0.0002676 9.99538 5.15309 0.155506 0.155506 -1.55296e-005 -0.000484229 
0.0002682 9.95921 5.43411 0.454812 0.454812 -4.54199e-005 -0.00045251 
0.0002688 9.88727 5.69561 0.752485 0.752485 -7.5147e-005 -0.000419166 
0.0002694 9.77982 5.93666 1.04745 1.04745 -0.000104604 -0.000384316 
0.00027 9.63724 6.15638 1.33866 1.33866 -0.000133686 -0.000348086 
0.0002706 9.46004 6.35399 1.62506 1.62506 -0.000162287 -0.000310605 
0.0002712 9.24886 6.52877 1.90562 1.90562 -0.000190305 -0.000272009 
0.0002718 9.00446 6.6801 2.17934 2.17934 -0.00021764 -0.000232436 
0.0002724 8.72772 6.80744 2.44523 2.44523 -0.000244193 -0.000192028 
0.000273 8.41963 6.91033 2.70234 2.70234 -0.000269869 -0.00015093 
0.0002736 8.0813 6.9884 2.94974 2.94974 -0.000294576 -0.00010929 
0.0002742 7.71394 7.04136 3.18654 3.18654 -0.000318224 -6.72576e-005 
0.0002748 7.31887 7.06903 3.4119 3.4119 -0.00034073 -2.49835e-005 
0.0002754 6.89751 7.07131 3.625 3.625 -0.000362012 1.73804e-005 
0.000276 6.45138 7.0482 3.82509 3.82509 -0.000381993 5.96818e-005 
0.0002766 5.98207 6.99976 4.01143 4.01143 -0.000400602 0.000101769 
0.0002772 5.49128 6.92618 4.18336 4.18336 -0.000417772 0.00014349 
0.0002778 4.98076 6.82773 4.34027 4.34027 -0.000433442 0.000184696 
0.0002784 4.45235 6.70475 4.48159 4.48159 -0.000447555 0.000225239 
0.000279 3.90795 6.55768 4.60681 4.60681 -0.00046006 0.000264973 
0.0002796 3.34952 6.38706 4.71548 4.71548 -0.000470913 0.000303755 
0.0002802 2.77905 6.1935 4.80722 4.80722 -0.000480074 0.000341445 
0.0002808 2.1986 5.9777 4.88169 4.88169 -0.000487511 0.00037791 
0.0002814 1.61025 5.74042 4.93862 4.93862 -0.000493196 0.000413017 
0.000282 1.01612 5.48252 4.97782 4.97782 -0.000497111 0.00044664 
0.0002826 0.418338 5.20493 4.99913 4.99913 -0.000499239 0.000478659 
0.0002832 -0.180946 4.90865 5.00249 5.00249 -0.000499575 0.000508959 
0.0002838 -0.77958 4.59473 4.98788 4.98788 -0.000498116 0.000537431 
0.0002844 -1.37541 4.26431 4.95536 4.95536 -0.000494867 0.000563972 
0.000285 -1.96631 3.91857 4.90503 4.90503 -0.000489842 0.000588488 
0.0002856 -2.55014 3.55876 4.83709 4.83709 -0.000483057 0.000610889 
0.0002862 -3.12481 3.18616 4.75177 4.75177 -0.000474536 0.000631097 
0.0002868 -3.68825 2.80212 4.64938 4.64938 -0.000464311 0.000649038 
0.0002874 -4.23845 2.40802 4.5303 4.5303 -0.000452419 0.000664647 
0.000288 -4.77343 2.00526 4.39494 4.39494 -0.000438901 0.000677869 
0.0002886 -5.29126 1.5953 4.24379 4.24379 -0.000423807 0.000688656 
0.0002892 -5.79008 1.17962 4.0774 4.0774 -0.000407191 0.00069697 
0.0002898 -6.26811 0.759691 3.89637 3.89637 -0.000389112 0.00070278 
0.0002904 -6.72362 0.337037 3.70134 3.70134 -0.000369635 0.000706065 
0.000291 -7.15498 -0.0868267 3.49302 3.49302 -0.000348831 0.000706815 
0.0002916 -7.56064 -0.510379 3.27215 3.27215 -0.000326773 0.000705026 
0.0002922 -7.93914 -0.932098 3.03952 3.03952 -0.000303542 0.000700704 
0.0002928 -8.28913 -1.35047 2.79598 2.79598 -0.000279221 0.000693866 
0.0002934 -8.60934 -1.76399 2.54239 2.54239 -0.000253897 0.000684535 
0.000294 -8.89863 -2.17117 2.27968 2.27968 -0.00022766 0.000672745 
0.0002946 -9.15595 -2.57056 2.00877 2.00877 -0.000200606 0.000658539 
0.0002952 -9.38039 -2.96071 1.73065 1.73065 -0.000172832 0.000641968 
0.0002958 -9.57113 -3.34023 1.44631 1.44631 -0.000144436 0.000623091 
0.0002964 -9.7275 -3.70775 1.15678 1.15678 -0.000115522 0.000601975 
0.000297 -9.84892 -4.06195 0.863094 0.863094 -8.61931e-005 0.000578698 
0.0002976 -9.93497 -4.40156 0.566307 0.566307 -5.65543e-005 0.000553341 
0.0002982 -9.98534 -4.72536 0.267485 0.267485 -2.67125e-005 0.000525997 
0.0002988 -9.99983 -5.03219 -0.0322969 -0.0322969 3.22533e-006 0.000496764 
0.0002994 -9.97841 -5.32094 -0.331963 -0.331963 3.31516e-005 0.000465747 
0.0003 -9.92115 -5.59059 -0.630437 -0.630437 6.29587e-005 0.000433056 
0.0003006 -9.82825 -5.84015 -0.926646 -0.926646 9.25397e-005 0.00039881 
0.0003012 -9.70005 -6.06873 -1.21953 -1.21953 0.000121788 0.000363132 
0.0003018 -9.537 -6.27551 -1.50803 -1.50803 0.000150599 0.000326149 
0.0003024 -9.3397 -6.45976 -1.79111 -1.79111 0.00017887 0.000287995 
0.000303 -9.10885 -6.6208 -2.06776 -2.06776 0.000206497 0.000248806 
0.0003036 -8.84529 -6.75805 -2.33699 -2.33699 0.000233383 0.000208723 
0.0003042 -8.54995 -6.87104 -2.59781 -2.59781 0.000259431 0.000167891 
0.0003048 -8.2239 -6.95934 -2.84931 -2.84931 0.000284547 0.000126456 
0.0003054 -7.86832 -7.02265 -3.09057 -3.09057 0.000308641 8.45667e-005 
0.000306 -7.48447 -7.06073 -3.32074 -3.32074 0.000331626 4.23735e-005 
0.0003066 -7.07373 -7.07345 -3.53897 -3.53897 0.00035342 2.80806e-008 
0.0003072 -6.63759 -7.06077 -3.74449 -3.74449 0.000373945 -4.23174e-005 
0.0003078 -6.17761 -7.02272 -3.93657 -3.93657 0.000393126 -8.45109e-005 
0.0003084 -5.69544 -6.95944 -4.1145 -4.1145 0.000410895 -0.000126401 
0.000309 -5.1928 -6.87117 -4.27765 -4.27765 0.000427189 -0.000167837 
0.0003096 -4.67152 -6.75822 -4.42544 -4.42544 0.000441948 -0.00020867 
0.0003102 -4.13346 -6.62099 -4.55734 -4.55734 0.000455119 -0.000248753 
0.0003108 -3.58055 -6.45998 -4.67286 -4.67286 0.000466656 -0.000287943 
0.0003114 -3.01478 -6.27577 -4.7716 -4.7716 0.000476516 -0.000326099 
0.000312 -2.43818 -6.06902 -4.8532 -4.8532 0.000484665 -0.000363084 
0.0003126 -1.85282 -5.84046 -4.91736 -4.91736 0.000491074 -0.000398764 
0.0003132 -1.26081 -5.59093 -4.96387 -4.96387 0.000495718 -0.000433012 
0.0003138 -0.664272 -5.32132 -4.99254 -4.99254 0.000498581 -0.000465704 
0.0003144 -0.0653447 -5.03259 -5.00329 -5.00329 0.000499654 -0.000496724 
0.000315 0.533817 -4.72578 -4.99606 -4.99606 0.000498932 -0.00052596 
0.0003156 1.13106 -4.402 -4.97088 -4.97088 0.000496418 -0.000553306 
0.0003162 1.72424 -4.06241 -4.92785 -4.92785 0.000492121 -0.000578665 
0.0003168 2.31123 -3.70823 -4.86712 -4.86712 0.000486056 -0.000601946 
0.0003174 2.88992 -3.34072 -4.78891 -4.78891 0.000478245 -0.000623064 
0.000318 3.45822 -2.96122 -4.6935 -4.6935 0.000468717 -0.000641944 
0.0003186 4.01411 -2.57108 -4.58122 -4.58122 0.000457505 -0.000658519 
0.0003192 4.55557 -2.17171 -4.4525 -4.4525 0.000444649 -0.000672728 
0.0003198 5.08068 -1.76453 -4.30778 -4.30778 0.000430197 -0.000684521 
0.0003204 5.58753 -1.35102 -4.14758 -4.14758 0.000414199 -0.000693855 
0.000321 6.07431 -0.932655 -3.97249 -3.97249 0.000396713 -0.000700697 
0.0003216 6.53928 -0.510939 -3.78313 -3.78313 0.000377803 -0.000705022 
0.0003222 6.98075 -0.0873886 -3.58018 -3.58018 0.000357535 -0.000706814 
0.0003228 7.39716 0.336476 -3.36437 -3.36437 0.000335983 -0.000706068 
0.0003234 7.78699 0.759132 -3.13648 -3.13648 0.000313225 -0.000702786 
0.000324 8.14885 1.17906 -2.89732 -2.89732 0.000289341 -0.000696979 
0.0003246 8.48144 1.59476 -2.64775 -2.64775 0.000264418 -0.000688669 
0.0003252 8.78357 2.00472 -2.38867 -2.38867 0.000238545 -0.000677885 
0.0003258 9.05415 2.40749 -2.12102 -2.12102 0.000211816 -0.000664666 
0.0003264 9.2922 2.8016 -1.84574 -1.84574 0.000184325 -0.00064906 
0.000327 9.49688 3.18566 -1.56384 -1.56384 0.000156173 -0.000631122 
0.0003276 9.66745 3.55827 -1.27631 -1.27631 0.000127459 -0.000610918 
0.0003282 9.80329 3.9181 -0.984206 -0.984206 9.8288e-005 -0.000588519 
0.0003288 9.90392 4.26386 -0.688564 -0.688564 6.87636e-005 -0.000564006 
0.0003294 9.96898 4.5943 -0.390449 -0.390449 3.89923e-005 -0.000537467 
0.00033 9.99822 4.90824 -0.0909314 -0.0909314 9.08088e-006 -0.000508998 
0.0003306 9.99156 5.20455 0.208913 0.208913 -2.08631e-005 -0.000478701 
0.0003312 9.949 5.48217 0.508007 0.508007 -5.07322e-005 -0.000446684 
0.0003318 9.87071 5.74009 0.805276 0.805276 -8.0419e-005 -0.000413062 
0.0003324 9.75697 5.9774 1.09965 1.09965 -0.000109817 -0.000377957 
0.000333 9.60818 6.19323 1.39008 1.39008 -0.000138821 -0.000341495 
0.0003336 9.42488 6.38682 1.67551 1.67551 -0.000167325 -0.000303805 
0.0003342 9.20772 6.55747 1.95493 1.95493 -0.000195229 -0.000265025 
0.0003348 8.95749 6.70457 2.22732 2.22732 -0.000222432 -0.000225292 
0.0003354 8.67509 6.82758 2.49172 2.49172 -0.000248836 -0.000184751 
0.000336 8.36152 6.92607 2.74716 2.74716 -0.000274346 -0.000143545 
0.0003366 8.01792 6.99968 2.99273 2.99273 -0.00029887 -0.000101824 
0.0003372 7.64553 7.04815 3.22756 3.22756 -0.000322321 -5.97378e-005 
0.0003378 7.24567 7.0713 3.45079 3.45079 -0.000344614 -1.74365e-005 
0.0003384 6.81978 7.06905 3.66163 3.66163 -0.000365669 2.49273e-005 
0.000339 6.3694 7.04141 3.85932 3.85932 -0.000385411 6.72017e-005 
0.0003396 5.89614 6.98848 4.04314 4.04314 -0.000403769 0.000109235 
0.0003402 5.4017 6.91045 4.21244 4.21244 -0.000420676 0.000150875 
0.0003408 4.88786 6.8076 4.36661 4.36661 -0.000436072 0.000191974 
0.0003414 4.35646 6.68029 4.5051 4.5051 -0.000449902 0.000232383 
0.000342 3.80941 6.52899 4.6274 4.6274 -0.000462116 0.000271957 
0.0003426 3.24868 6.35423 4.73308 4.73308 -0.00047267 0.000310555 
0.0003432 2.67629 6.15666 4.82176 4.82176 -0.000481526 0.000348037 
0.0003438 2.09427 5.93696 4.89312 4.89312 -0.000488653 0.000384269 
0.0003444 1.50474 5.69595 4.94691 4.94691 -0.000494024 0.000419121 
0.000345 0.909802 5.43447 4.98293 4.98293 -0.000497621 0.000452467 
0.0003456 0.311596 5.15347 5.00105 5.00105 -0.00049943 0.000484188 
0.0003462 -0.28773 4.85397 5.0012 5.0012 -0.000499446 0.00051417 
0.0003468 -0.886022 4.53702 4.98339 4.98339 -0.000497668 0.000542305 
0.0003474 -1.48113 4.20379 4.94769 4.94769 -0.000494102 0.000568492 
0.000348 -2.07092 3.85545 4.89421 4.89421 -0.000488761 0.000592637 
0.0003486 -2.65327 3.49326 4.82315 4.82315 -0.000481664 0.000614653 
0.0003492 -3.22609 3.11853 4.73476 4.73476 -0.000472838 0.000634462 
0.0003498 -3.78733 2.73259 4.62937 4.62937 -0.000462313 0.000651992 
0.0003504 -4.33496 2.33684 4.50735 4.50735 -0.000450128 0.000667179 
0.000351 -4.86701 1.93269 4.36914 4.36914 -0.000436325 0.000679971 
0.0003516 -5.38159 1.52161 4.21524 4.21524 -0.000420956 0.00069032 
0.0003522 -5.87684 1.10505 4.0462 4.0462 -0.000404074 0.000698189 
0.0003528 -6.35097 0.684532 3.86262 3.86262 -0.000385741 0.00070355 
0.0003534 -6.8023 0.261551 3.66517 3.66517 -0.000366023 0.000706385 
0.000354 -7.22919 -0.162369 3.45455 3.45455 -0.00034499 0.000706682 
0.0003546 -7.63011 -0.585706 3.23153 3.23153 -0.000322717 0.000704441 
0.0003552 -8.00363 -1.00694 2.9969 2.9969 -0.000299286 0.000699669 
0.0003558 -8.3484 -1.42456 2.7515 2.7515 -0.000274779 0.000692385 
0.0003564 -8.66318 -1.83705 2.49622 2.49622 -0.000249286 0.000682613 
0.000357 -8.94685 -2.24296 2.23197 2.23197 -0.000222897 0.000670389 
0.0003576 -9.19838 -2.6408 1.95971 1.95971 -0.000195707 0.000655758 
0.0003582 -9.41687 -3.02916 1.68041 1.68041 -0.000167814 0.000638771 
0.0003588 -9.60153 -3.40664 1.39507 1.39507 -0.000139319 0.00061949 
0.0003594 -9.75171 -3.77188 1.10472 1.10472 -0.000110323 0.000597983 
0.00036 -9.86686 -4.12357 0.810404 0.810404 -8.09312e-005 0.000574329 
0.0003606 -9.94657 -4.46045 0.513176 0.513176 -5.12484e-005 0.000548611 
0.0003612 -9.99055 -4.78131 0.214105 0.214105 -2.13816e-005 0.000520923 
0.0003618 -9.99865 -5.085 -0.085736 -0.085736 8.56204e-006 0.000491364 
0.0003624 -9.97083 -5.37042 -0.385269 -0.385269 3.84749e-005 0.00046004 
0.000363 -9.90719 -5.63655 -0.683417 -0.683417 6.82496e-005 0.000427064 
0.0003636 -9.80798 -5.88244 -0.979111 -0.979111 9.77791e-005 0.000392554 
0.0003642 -9.67353 -6.10719 -1.27129 -1.27129 0.000126957 0.000356633 
0.0003648 -9.50433 -6.31001 -1.5589 -1.5589 0.00015568 0.000319432 
0.0003654 -9.301 -6.49017 -1.84091 -1.84091 0.000183843 0.000281083 
0.000366 -9.06426 -6.64701 -2.11631 -2.11631 0.000211346 0.000241725 
0.0003666 -8.79496 -6.77998 -2.38411 -2.38411 0.000238089 0.000201498 
0.0003672 -8.49407 -6.88859 -2.64334 -2.64334 0.000263978 0.000160548 
0.0003678 -8.16267 -6.97246 -2.89308 -2.89308 0.000288918 0.00011902 
0.0003684 -7.80195 -7.03129 -3.13243 -3.13243 0.00031282 7.70658e-005 
0.000369 -7.4132 -7.06486 -3.36052 -3.36052 0.000335599 3.48344e-005 
0.0003696 -6.99783 -7.07305 -3.57655 -3.57655 0.000357173 -7.52213e-006 
0.0003702 -6.55732 -7.05584 -3.77973 -3.77973 0.000377463 -4.98517e-005 
0.0003708 -6.09326 -7.01328 -3.96933 -3.96933 0.000396398 -9.20021e-005 
0.0003714 -5.60731 -6.94554 -4.14467 -4.14467 0.000413908 -0.000133822 
0.000372 -5.10123 -6.85284 -4.30513 -4.30513 0.000429933 -0.000175161 
0.0003726 -4.57682 -6.73553 -4.45012 -4.45012 0.000444412 -0.000215872 
0.0003732 -4.03596 -6.59403 -4.57913 -4.57913 0.000457296 -0.000255806 
0.0003738 -3.48062 -6.42884 -4.69169 -4.69169 0.000468537 -0.000294822 
0.0003744 -2.91277 -6.24056 -4.7874 -4.7874 0.000478095 -0.000332779 
0.000375 -2.33445 -6.02986 -4.86592 -4.86592 0.000485936 -0.000369541 
0.0003756 -1.74776 -5.79751 -4.92695 -4.92695 0.000492031 -0.000404975 
0.0003762 -1.15478 -5.54433 -4.97029 -4.97029 0.000496359 -0.000438955 
0.0003768 -0.557657 -5.27124 -4.99577 -4.99577 0.000498904 -0.000471358 
0.0003774 0.0414689 -4.97921 -5.00331 -5.00331 0.000499657 -0.000502068 
0.000378 0.640446 -4.66929 -4.99288 -4.99288 0.000498615 -0.000530974 
0.0003786 1.23712 -4.34261 -4.96452 -4.96452 0.000495783 -0.000557973 
0.0003792 1.82936 -4.00033 -4.91832 -4.91832 0.000491169 -0.000582968 
0.0003798 2.41502 -3.64368 -4.85446 -4.85446 0.000484791 -0.00060587 
0.0003804 2.99201 -3.27394 -4.77316 -4.77316 0.000476672 -0.000626594 
0.000381 3.55825 -2.89244 -4.67471 -4.67471 0.000466841 -0.000645069 
0.0003816 4.11171 -2.50055 -4.55948 -4.55948 0.000455333 -0.000661226 
