t 1 2 3 4 jOP1 jV0200 
0.003234 4.78447 6.78443 4.39516 4.39516 -0.000438923 0.000199996 
0.0032346 4.24983 6.65235 4.53049 4.53049 -0.000452438 0.000240252 
0.0032352 3.69993 6.49639 4.64955 4.64955 -0.000464328 0.000279645 
0.0032358 3.13674 6.31708 4.75191 4.75191 -0.000474551 0.000318034 
0.0032364 2.56229 6.11509 4.8372 4.8372 -0.000483068 0.00035528 
0.003237 1.97863 5.89113 4.90512 4.90512 -0.000489851 0.00039125 
0.0032376 1.38786 5.64601 4.95542 4.95542 -0.000494874 0.000425815 
0.0032382 0.792107 5.38061 4.98792 4.98792 -0.000498119 0.00045885 
0.0032388 0.19351 5.09588 5.0025 5.0025 -0.000499576 0.000490237 
0.0032394 -0.405782 4.79285 4.99911 4.99911 -0.000499237 0.000519863 
0.00324 -1.00362 4.47261 4.97777 4.97777 -0.000497106 0.000547622 
0.0032406 -1.59785 4.1363 4.93855 4.93855 -0.000493189 0.000573414 
0.0032412 -2.18634 3.78513 4.88159 4.88159 -0.000487501 0.000597147 
0.0032418 -2.76698 3.42036 4.80709 4.80709 -0.000480061 0.000618734 
0.0032424 -3.33767 3.04331 4.71533 4.71533 -0.000470897 0.000638099 
0.003243 -3.89638 2.65533 4.60663 4.60663 -0.000460042 0.000655172 
0.0032436 -4.4411 2.25781 4.48138 4.48138 -0.000447534 0.000669891 
0.0032442 -4.96986 1.85219 4.34004 4.34004 -0.000433419 0.000682205 
0.0032448 -5.48077 1.4399 4.18311 4.18311 -0.000417747 0.000692068 
0.0032454 -5.972 1.02245 4.01115 4.01115 -0.000400574 0.000699445 
0.003246 -6.44177 0.601324 3.82479 3.82479 -0.000381963 0.000704309 
0.0032466 -6.88841 0.178037 3.62468 3.62468 -0.00036198 0.000706644 
0.0032472 -7.3103 -0.245888 3.41156 3.41156 -0.000340696 0.000706441 
0.0032478 -7.70593 -0.668931 3.18618 3.18618 -0.000318189 0.0007037 
0.0032484 -8.07389 -1.08957 2.94936 2.94936 -0.000294539 0.000698432 
0.003249 -8.41284 -1.5063 2.70195 2.70195 -0.00026983 0.000690655 
0.0032496 -8.72158 -1.91761 2.44483 2.44483 -0.000244153 0.000680397 
0.0032502 -8.99899 -2.32204 2.17892 2.17892 -0.000217599 0.000667695 
0.0032508 -9.24408 -2.71813 1.9052 1.9052 -0.000190263 0.000652595 
0.0032514 -9.45596 -3.10445 1.62462 1.62462 -0.000162243 0.000635151 
0.003252 -9.63388 -3.47962 1.33822 1.33822 -0.000133641 0.000615425 
0.0032526 -9.77719 -3.8423 1.047 1.047 -0.000104559 0.000593489 
0.0032532 -9.88538 -4.19117 0.752028 0.752028 -7.51014e-005 0.000569421 
0.0032538 -9.95807 -4.52499 0.454351 0.454351 -4.53739e-005 0.000543308 
0.0032544 -9.99499 -4.84255 0.155043 0.155043 -1.54834e-005 0.000515243 
0.003255 -9.996 -5.14273 -0.144822 -0.144822 1.44626e-005 0.000485328 
0.0032556 -9.96111 -5.42442 -0.444167 -0.444167 4.43568e-005 0.000453669 
0.0032562 -9.89045 -5.68664 -0.741916 -0.741916 7.40916e-005 0.000420381 
0.0032568 -9.78425 -5.92843 -1.037 -1.037 0.00010356 0.000385583 
0.0032574 -9.64292 -6.14892 -1.32836 -1.32836 0.000132657 0.000349399 
0.003258 -9.46694 -6.34733 -1.61495 -1.61495 0.000161277 0.000311961 
0.0032586 -9.25696 -6.52294 -1.89574 -1.89574 0.000189318 0.000273402 
0.0032592 -9.01374 -6.67512 -2.16971 -2.16971 0.000216679 0.000233862 
0.0032598 -8.73813 -6.80332 -2.4359 -2.4359 0.000243262 0.000193481 
0.0032604 -8.43114 -6.90709 -2.69333 -2.69333 0.00026897 0.000152405 
0.003261 -8.09386 -6.98604 -2.9411 -2.9411 0.000293713 0.000110782 
0.0032616 -7.72751 -7.03991 -3.17829 -3.17829 0.000317401 6.87606e-005 
0.0032622 -7.33341 -7.06848 -3.40407 -3.40407 0.000339948 2.64925e-005 
0.0032628 -6.91296 -7.07167 -3.61763 -3.61763 0.000361275 -1.58707e-005 
0.0032634 -6.46768 -7.04945 -3.81819 -3.81819 0.000381304 -5.8177e-005 
0.003264 -5.99918 -7.00192 -4.00503 -4.00503 0.000399963 -0.000100274 
0.0032646 -5.50912 -6.92923 -4.17749 -4.17749 0.000417186 -0.000142011 
0.0032652 -4.99927 -6.83166 -4.33494 -4.33494 0.00043291 -0.000183238 
0.0032658 -4.47147 -6.70955 -4.47683 -4.47683 0.000447079 -0.000223807 
0.0032664 -3.92761 -6.56333 -4.60263 -4.60263 0.000459642 -0.000263572 
0.003267 -3.36964 -6.39354 -4.7119 -4.7119 0.000470555 -0.00030239 
0.0032676 -2.79956 -6.20079 -4.80425 -4.80425 0.000479777 -0.000340122 
0.0032682 -2.21943 -5.98576 -4.87933 -4.87933 0.000487276 -0.000376633 
0.0032688 -1.63133 -5.74923 -4.9369 -4.9369 0.000493024 -0.00041179 
0.0032694 -1.03737 -5.49206 -4.97673 -4.97673 0.000497002 -0.000445469 
0.00327 -0.439681 -5.21515 -4.99868 -4.99868 0.000499194 -0.000477547 
0.0032706 0.159586 -4.91952 -5.00268 -5.00268 0.000499594 -0.00050791 
0.0032712 0.75828 -4.60621 -4.98871 -4.98871 0.000498198 -0.000536449 
0.0032718 1.35425 -4.27635 -4.95682 -4.95682 0.000495014 -0.000563061 
0.0032724 1.94536 -3.93114 -4.90713 -4.90713 0.000490051 -0.00058765 
0.003273 2.52948 -3.57181 -4.83981 -4.83981 0.000483328 -0.000610128 
0.0032736 3.10451 -3.19965 -4.7551 -4.7551 0.000474869 -0.000630415 
0.0032742 3.66839 -2.81599 -4.65332 -4.65332 0.000464705 -0.000648438 
0.0032748 4.21909 -2.42222 -4.53482 -4.53482 0.000452871 -0.000664131 
0.0032754 4.75465 -2.01975 -4.40004 -4.40004 0.00043941 -0.000677439 
0.003276 5.27312 -1.61002 -4.24944 -4.24944 0.000424372 -0.000688314 
0.0032766 5.77265 -1.19451 -4.08359 -4.08359 0.000407808 -0.000696716 
0.0032772 6.25145 -0.774713 -3.90307 -3.90307 0.00038978 -0.000702616 
0.0032778 6.70779 -0.35213 -3.70852 -3.70852 0.000370352 -0.000705992 
0.0032784 7.14004 0.0717167 -3.50066 -3.50066 0.000349594 -0.000706832 
0.003279 7.54664 0.495306 -3.28022 -3.28022 0.00032758 -0.000705133 
0.0032796 7.92613 0.917117 -3.048 -3.048 0.00030439 -0.000700902 
0.0032802 8.27716 1.33563 -2.80484 -2.80484 0.000280106 -0.000694152 
0.0032808 8.59845 1.74935 -2.55159 -2.55159 0.000254815 -0.00068491 
0.0032814 8.88886 2.15679 -2.28919 -2.28919 0.00022861 -0.000673207 
0.003282 9.14734 2.55648 -2.01856 -2.01856 0.000201584 -0.000659087 
0.0032826 9.37297 2.94698 -1.74068 -1.74068 0.000173833 -0.000642599 
0.0032832 9.56492 3.3269 -1.45654 -1.45654 0.000145458 -0.000623802 
0.0032838 9.72252 3.69487 -1.16718 -1.16718 0.00011656 -0.000602765 
0.0032844 9.8452 4.04957 -0.873621 -0.873621 8.72443e-005 -0.000579563 
0.003285 9.93252 4.38972 -0.576926 -0.576926 5.76148e-005 -0.00055428 
0.0032856 9.98416 4.71411 -0.278158 -0.278158 2.77783e-005 -0.000527005 
0.0032862 9.99993 5.02156 0.0216084 0.0216084 -2.15793e-006 -0.000497837 
0.0032868 9.97979 5.31098 0.321297 0.321297 -3.20864e-005 -0.000466881 
0.0032874 9.9238 5.58132 0.619832 0.619832 -6.18997e-005 -0.000434249 
0.003288 9.83217 5.83161 0.916141 0.916141 -9.14906e-005 -0.000400056 
0.0032886 9.70522 6.06095 1.20916 1.20916 -0.000120753 -0.000364426 
0.0032892 9.5434 6.26853 1.49783 1.49783 -0.000149581 -0.000327488 
0.0032898 9.34731 6.45358 1.78113 1.78113 -0.000177873 -0.000289373 
0.0032904 9.11765 6.61546 2.05802 2.05802 -0.000205525 -0.000250219 
0.003291 8.85523 6.75358 2.32753 2.32753 -0.000232439 -0.000210166 
0.0032916 8.56101 6.86743 2.58867 2.58867 -0.000258518 -0.000169358 
0.0032922 8.23604 6.95662 2.84052 2.84052 -0.000283669 -0.000127942 
0.0032928 7.88148 7.02083 3.08216 3.08216 -0.000307801 -8.60657e-005 
0.0032934 7.49862 7.05981 3.31273 3.31273 -0.000330827 -4.38807e-005 
0.003294 7.08882 7.07344 3.53141 3.53141 -0.000352665 -1.53815e-006 
0.0032946 6.65355 7.06165 3.7374 3.7374 -0.000373236 4.08099e-005 
0.0032952 6.19439 7.02451 3.92996 3.92996 -0.000392466 8.30115e-005 
0.0032958 5.71298 6.96213 4.10841 4.10841 -0.000410287 0.000124915 
0.0032964 5.21105 6.87474 4.2721 4.2721 -0.000426634 0.000166369 
0.003297 4.6904 6.76267 4.42045 4.42045 -0.000441449 0.000207227 
0.0032976 4.1529 6.6263 4.55291 4.55291 -0.000454678 0.000247339 
0.0032982 3.60049 6.46612 4.66903 4.66903 -0.000466273 0.000286564 
0.0032988 3.03514 6.28273 4.76837 4.76837 -0.000476194 0.000324759 
0.0032994 2.45889 6.07676 4.85059 4.85059 -0.000484405 0.000361787 
0.0033 1.87381 5.84897 4.91538 4.91538 -0.000490875 0.000397516 
0.0033006 1.282 5.60017 4.96252 4.96252 -0.000495583 0.000431817 
0.0033012 0.685586 5.33126 4.99183 4.99183 -0.00049851 0.000464567 
0.0033018 0.0867069 5.04319 5.00321 5.00321 -0.000499647 0.000495649 
0.0033024 -0.512483 4.73701 4.99662 4.99662 -0.000498989 0.00052495 
0.003303 -1.10983 4.41382 4.97209 4.97209 -0.000496538 0.000552365 
0.0033036 -1.7032 4.07477 4.92969 4.92969 -0.000492305 0.000577797 
0.0033042 -2.29044 3.72109 4.86959 4.86959 -0.000486302 0.000601153 
0.0033048 -2.86946 3.35404 4.792 4.792 -0.000478553 0.000622349 
0.0033054 -3.43817 2.97494 4.69719 4.69719 -0.000469086 0.000641311 
0.003306 -3.99453 2.58515 4.58551 4.58551 -0.000457933 0.000657969 
0.0033066 -4.53655 2.18608 4.45736 4.45736 -0.000445135 0.000672263 
0.0033072 -5.06226 1.77916 4.3132 4.3132 -0.000430739 0.000684143 
0.0033078 -5.5698 1.36585 4.15355 4.15355 -0.000414795 0.000693565 
0.0033084 -6.05733 0.947632 3.97898 3.97898 -0.000397361 0.000700496 
0.003309 -6.5231 0.52601 3.79011 3.79011 -0.000378501 0.000704911 
0.0033096 -6.96544 0.102498 3.58764 3.58764 -0.00035828 0.000706794 
0.0033102 -7.38276 -0.321382 3.37227 3.37227 -0.000336773 0.000706138 
0.0033108 -7.77357 -0.744107 3.1448 3.1448 -0.000314056 0.000702946 
0.0033114 -8.13645 -1.16416 2.90602 2.90602 -0.000290211 0.000697229 
0.003312 -8.47011 -1.58003 2.65681 2.65681 -0.000265323 0.000689008 
0.0033126 -8.77334 -1.99023 2.39806 2.39806 -0.000239483 0.000678311 
0.0033132 -9.04506 -2.39327 2.13069 2.13069 -0.000212782 0.000665178 
0.0033138 -9.28429 -2.78772 1.85567 1.85567 -0.000185317 0.000649656 
0.0033144 -9.49017 -3.17216 1.57399 1.57399 -0.000157186 0.000631801 
0.003315 -9.66196 -3.5452 1.28665 1.28665 -0.000128491 0.000611676 
0.0033156 -9.79905 -3.90551 0.994684 0.994684 -9.93343e-005 0.000589354 
0.0033162 -9.90094 -4.25179 0.69915 0.69915 -6.98207e-005 0.000564915 
0.0033168 -9.96727 -4.5828 0.401104 0.401104 -4.00564e-005 0.000538447 
0.0033174 -9.9978 -4.89735 0.101618 0.101618 -1.01481e-005 0.000510045 
0.003318 -9.99241 -5.19431 -0.198233 -0.198233 1.97966e-005 0.000479811 
0.0033186 -9.95114 -5.47261 -0.497372 -0.497372 4.96702e-005 0.000447853 
0.0033192 -9.87412 -5.73125 -0.794725 -0.794725 7.93654e-005 0.000414287 
0.0033198 -9.76163 -5.9693 -1.08922 -1.08922 0.000108775 0.000379233 
0.0033204 -9.61408 -6.18592 -1.37981 -1.37981 0.000137795 0.000342816 
0.003321 -9.43199 -6.38031 -1.66544 -1.66544 0.000166319 0.000305168 
0.0033216 -9.21603 -6.55179 -1.94509 -1.94509 0.000194246 0.000266424 
0.0033222 -8.96697 -6.69973 -2.21775 -2.21775 0.000221476 0.000226723 
0.0033228 -8.68569 -6.82361 -2.48244 -2.48244 0.000247909 0.000186208 
0.0033234 -8.37322 -6.92298 -2.73822 -2.73822 0.000273453 0.000145024 
0.003324 -8.03067 -6.99749 -2.98416 -2.98416 0.000298014 0.000103319 
0.0033246 -7.65928 -7.04685 -3.21939 -3.21939 0.000321505 6.12423e-005 
0.0033252 -7.26037 -7.07091 -3.44305 -3.44305 0.00034384 1.89461e-005 
0.0033258 -6.83539 -7.06957 -3.65434 -3.65434 0.000364941 -2.34181e-005 
0.0033264 -6.38585 -7.04283 -3.85251 -3.85251 0.000384731 -6.56983e-005 
0.003327 -5.91338 -6.9908 -4.03683 -4.03683 0.000403139 -0.000107742 
0.0033276 -5.41966 -6.91366 -4.20666 -4.20666 0.000420099 -0.0001494 
0.0033282 -4.90648 -6.81168 -4.36138 -4.36138 0.00043555 -0.00019052 
0.0033288 -4.37568 -6.68524 -4.50044 -4.50044 0.000449437 -0.000230956 
0.0033294 -3.82916 -6.53479 -4.62332 -4.62332 0.000461709 -0.000270563 
0.00333 -3.26888 -6.36086 -4.7296 -4.7296 0.000472323 -0.000309198 
0.0033306 -2.69686 -6.16408 -4.8189 -4.8189 0.00048124 -0.000346722 
0.0033312 -2.11516 -5.94516 -4.89088 -4.89088 0.000488429 -0.000383001 
0.0033318 -1.52586 -5.70489 -4.9453 -4.9453 0.000493863 -0.000417904 
0.0033324 -0.931074 -5.44413 -4.98195 -4.98195 0.000497524 -0.000451306 
0.003333 -0.332947 -5.16381 -5.00071 -5.00071 0.000499397 -0.000483087 
0.0033336 0.266376 -4.86495 -5.00151 -5.00151 0.000499476 -0.000513132 
0.0033342 0.864742 -4.54861 -4.98434 -4.98434 0.000497762 -0.000541335 
0.0033348 1.46 -4.21593 -4.94927 -4.94927 0.000494259 -0.000567593 
0.0033354 2.05002 -3.86811 -4.89642 -4.89642 0.000488981 -0.000591812 
0.003336 2.63267 -3.50639 -4.82598 -4.82598 0.000481947 -0.000613906 
0.0033366 3.20587 -3.13208 -4.73821 -4.73821 0.000473182 -0.000633795 
0.0033372 3.76755 -2.74652 -4.63342 -4.63342 0.000462717 -0.000651407 
0.0033378 4.31569 -2.3511 -4.51198 -4.51198 0.00045059 -0.000666679 
0.0033384 4.84834 -1.94722 -4.37434 -4.37434 0.000436845 -0.000679556 
0.003339 5.36357 -1.53636 -4.22099 -4.22099 0.00042153 -0.000689993 
0.0033396 5.85954 -1.11998 -4.05248 -4.05248 0.000404701 -0.000697951 
0.0033402 6.33446 -0.69957 -3.86941 -3.86941 0.000386419 -0.000703403 
0.0033408 6.78662 -0.276651 -3.67244 -3.67244 0.000366749 -0.000706327 
0.0033414 7.21441 0.147262 -3.46228 -3.46228 0.000345761 -0.000706715 
0.003342 7.61629 0.570646 -3.23968 -3.23968 0.000323531 -0.000704564 
0.0033426 7.99081 0.99198 -3.00545 -3.00545 0.00030014 -0.000699883 
0.0033432 8.33662 1.40975 -2.76042 -2.76042 0.00027567 -0.000692687 
0.0033438 8.65249 1.82246 -2.50548 -2.50548 0.00025021 -0.000683004 
0.0033444 8.93729 2.22862 -2.24154 -2.24154 0.000223851 -0.000670867 
0.003345 9.18998 2.62678 -1.96954 -1.96954 0.000196689 -0.00065632 
0.0033456 9.40966 3.0155 -1.69047 -1.69047 0.000168819 -0.000639416 
0.0033462 9.59554 3.39339 -1.40533 -1.40533 0.000140344 -0.000620216 
0.0033468 9.74696 3.75909 -1.11514 -1.11514 0.000111364 -0.000598787 
0.0033474 9.86336 4.11128 -0.82095 -0.82095 8.19843e-005 -0.000575208 
0.003348 9.94434 4.44872 -0.523807 -0.523807 5.23101e-005 -0.000549562 
0.0033486 9.9896 4.77017 -0.224783 -0.224783 2.2448e-005 -0.000521943 
0.0033492 9.99897 5.07449 0.0750487 0.0750487 -7.49476e-006 -0.000492449 
0.0033498 9.97243 5.36058 0.374611 0.374611 -3.74106e-005 -0.000461186 
0.0033504 9.91008 5.62741 0.672827 0.672827 -6.7192e-005 -0.000428266 
0.003351 9.81212 5.87403 0.968627 0.968627 -9.67321e-005 -0.000393809 
0.0033516 9.67892 6.09956 1.26095 1.26095 -0.000125925 -0.000357936 
0.0033522 9.51095 6.30317 1.54874 1.54874 -0.000154665 -0.000320778 
0.0033528 9.30882 6.48415 1.83097 1.83097 -0.00018285 -0.000282468 
0.0033534 9.07326 6.64183 2.10662 2.10662 -0.000210378 -0.000243143 
0.003354 8.8051 6.77566 2.3747 2.3747 -0.00023715 -0.000202945 
0.0033546 8.50532 6.88514 2.63426 2.63426 -0.000263071 -0.000162018 
0.0033552 8.17499 6.9699 2.88435 2.88435 -0.000288046 -0.000120509 
0.0033558 7.81529 7.02962 3.12408 3.12408 -0.000311987 -7.85667e-005 
0.0033564 7.42752 7.0641 3.3526 3.3526 -0.000334808 -3.63426e-005 
0.003357 7.01308 7.0732 3.56906 3.56906 -0.000356425 6.01213e-006 
0.0033576 6.57344 7.05689 3.77271 3.77271 -0.000376763 4.83452e-005 
0.0033582 6.11019 7.01523 3.96281 3.96281 -0.000395747 9.05047e-005 
0.0033588 5.62499 6.94838 4.13868 4.13868 -0.00041331 0.000132339 
0.0033594 5.11959 6.85657 4.29967 4.29967 -0.000429388 0.000173698 
0.00336 4.5958 6.74013 4.44523 4.44523 -0.000443923 0.000214433 
0.0033606 4.0555 6.59948 4.57481 4.57481 -0.000456865 0.000254398 
0.0033612 3.50064 6.43513 4.68797 4.68797 -0.000468165 0.000293449 
0.0033618 2.9332 6.24766 4.78429 4.78429 -0.000477784 0.000331446 
0.0033624 2.35522 6.03775 4.86342 4.86342 -0.000485686 0.000368253 
0.003363 1.76879 5.80615 4.92508 4.92508 -0.000491844 0.000403737 
0.0033636 1.176 5.5537 4.96905 4.96905 -0.000496235 0.00043777 
0.0033642 0.578986 5.2813 4.99517 4.99517 -0.000498844 0.000470231 
0.0033648 -0.0201062 4.98993 5.00335 5.00335 -0.000499661 0.000501004 
0.0033654 -0.619126 4.68064 4.99356 4.99356 -0.000498683 0.000529976 
0.003366 -1.21592 4.35453 4.96584 4.96584 -0.000495914 0.000557045 
0.0033666 -1.80835 4.01278 4.92027 4.92027 -0.000491364 0.000582113 
0.0033672 -2.39428 3.65662 4.85704 4.85704 -0.000485049 0.00060509 
0.0033678 -2.97162 3.28732 4.77635 4.77635 -0.000476991 0.000625894 
0.0033684 -3.53827 2.90622 4.67851 4.67851 -0.000467221 0.00064445 
0.003369 -4.09222 2.51468 4.56387 4.56387 -0.000455772 0.00066069 
0.0033696 -4.63148 2.11411 4.43283 4.43283 -0.000442685 0.000674558 
0.0033702 -5.15409 1.70594 4.28587 4.28587 -0.000428009 0.000686003 
0.0033708 -5.65819 1.29164 4.12352 4.12352 -0.000411796 0.000694983 
0.0033714 -6.14197 0.872706 3.94635 3.94635 -0.000394103 0.000701468 
0.003372 -6.60369 0.450636 3.75501 3.75501 -0.000374995 0.000705432 
0.0033726 -7.04168 0.0269472 3.55018 3.55018 -0.00035454 0.000706863 
0.0033732 -7.45439 -0.396838 3.3326 3.3326 -0.000332811 0.000705755 
0.0033738 -7.84032 -0.819198 3.10305 3.10305 -0.000309887 0.000702112 
0.0033744 -8.19808 -1.23862 2.86235 2.86235 -0.00028585 0.000695947 
0.003375 -8.5264 -1.65358 2.61138 2.61138 -0.000260786 0.000687282 
0.0033756 -8.82409 -2.06261 2.35102 2.35102 -0.000234785 0.000676148 
0.0033762 -9.09009 -2.46423 2.08222 2.08222 -0.000207941 0.000662586 
0.0033768 -9.32344 -2.857 1.80593 1.80593 -0.00018035 0.000646644 
0.0033774 -9.5233 -3.23951 1.52317 1.52317 -0.000152111 0.000628379 
0.003378 -9.68895 -3.61038 1.23493 1.23493 -0.000123326 0.000607857 
0.0033786 -9.8198 -3.96828 0.942252 0.942252 -9.40982e-005 0.000585152 
0.0033792 -9.91538 -4.31193 0.646192 0.646192 -6.45321e-005 0.000560344 
0.0033798 -9.97534 -4.64009 0.347811 0.347811 -3.47342e-005 0.000533525 
0.0033804 -9.99947 -4.95159 0.0481812 0.0481812 -4.81162e-006 0.000504788 
0.003381 -9.98768 -5.24529 -0.251622 -0.251622 2.51283e-005 0.000474239 
0.0033816 -9.94002 -5.52016 -0.550521 -0.550521 5.49779e-005 0.000441986 
0.0033822 -9.85666 -5.7752 -0.847443 -0.847443 8.46301e-005 0.000408146 
0.0033828 -9.73789 -6.0095 -1.14132 -1.14132 0.000113978 0.000372839 
0.0033834 -9.58414 -6.22221 -1.4311 -1.4311 0.000142917 0.000336194 
0.003384 -9.39597 -6.41257 -1.71574 -1.71574 0.000171342 0.00029834 
0.0033846 -9.17405 -6.57989 -1.99421 -1.99421 0.000199152 0.000259416 
0.0033852 -8.91918 -6.72359 -2.26553 -2.26553 0.000226247 0.000219559 
0.0033858 -8.63226 -6.84313 -2.5287 -2.5287 0.000252529 0.000178914 
0.0033864 -8.31435 -6.93809 -2.78279 -2.78279 0.000277904 0.000137626 
0.003387 -7.96657 -7.00813 -3.02689 -3.02689 0.000302281 9.58435e-005 
0.0033876 -7.59017 -7.053 -3.26011 -3.26011 0.000325572 5.3717e-005 
0.0033882 -7.18651 -7.07253 -3.48163 -3.48163 0.000347693 1.13975e-005 
0.0033888 -6.75703 -7.06666 -3.69063 -3.69063 0.000368566 -3.09629e-005 
0.0033894 -6.30329 -7.03541 -3.88639 -3.88639 0.000388115 -7.32121e-005 
0.00339 -5.8269 -6.97889 -4.06818 -4.06818 0.000406269 -0.000115198 
0.0033906 -5.32959 -6.8973 -4.23536 -4.23536 0.000422965 -0.000156771 
0.0033912 -4.81313 -6.79093 -4.38732 -4.38732 0.000438141 -0.00019778 
0.0033918 -4.27938 -6.66017 -4.52353 -4.52353 0.000451743 -0.000238079 
0.0033924 -3.73027 -6.50549 -4.64349 -4.64349 0.000463723 -0.000277523 
0.003393 -3.16775 -6.32745 -4.74677 -4.74677 0.000474037 -0.00031597 
0.0033936 -2.59385 -6.12667 -4.833 -4.833 0.000482649 -0.000353282 
0.0033942 -2.01064 -5.90389 -4.90187 -4.90187 0.000489526 -0.000389325 
0.0033948 -1.42021 -5.6599 -4.95313 -4.95313 0.000494646 -0.000423969 
0.0033954 -0.824673 -5.39558 -4.98661 -4.98661 0.000497988 -0.000457091 
0.003396 -0.226175 -5.11188 -5.00217 -5.00217 0.000499542 -0.000488571 
0.0033966 0.373135 -4.80982 -4.99976 -4.99976 0.000499302 -0.000518296 
0.0033972 0.971104 -4.49049 -4.9794 -4.9794 0.000497268 -0.000546159 
0.0033978 1.56559 -4.15502 -4.94114 -4.94114 0.000493448 -0.000572061 
0.0033984 2.15444 -3.80463 -4.88515 -4.88515 0.000487856 -0.000595907 
0.003399 2.73556 -3.44057 -4.8116 -4.8116 0.000480511 -0.000617614 
0.0033996 3.30686 -3.06416 -4.72077 -4.72077 0.000471441 -0.000637102 
0.0034002 3.86627 -2.67674 -4.61298 -4.61298 0.000460677 -0.000654301 
0.0034008 4.4118 -2.2797 -4.48863 -4.48863 0.000448258 -0.00066915 
0.0034014 4.94148 -1.87448 -4.34815 -4.34815 0.000434229 -0.000681596 
0.003402 5.45341 -1.46252 -4.19206 -4.19206 0.00041864 -0.000691594 
0.0034026 5.94576 -1.04531 -4.0209 -4.0209 0.000401548 -0.000699107 
0.0034032 6.41675 -0.624347 -3.83531 -3.83531 0.000383013 -0.000704109 
0.0034038 6.86468 -0.20114 -3.63593 -3.63593 0.000363103 -0.000706582 
0.0034044 7.28797 0.22279 -3.4235 -3.4235 0.000341889 -0.000706518 
0.003405 7.68507 0.64592 -3.19877 -3.19877 0.000319446 -0.000703915 
0.0034056 8.05457 1.06673 -2.96255 -2.96255 0.000295856 -0.000698784 
0.0034062 8.39514 1.48371 -2.71569 -2.71569 0.000271203 -0.000691143 
0.0034068 8.70555 1.89536 -2.45908 -2.45908 0.000245576 -0.000681019 
0.0034074 8.98469 2.3002 -2.19363 -2.19363 0.000219067 -0.00066845 
0.003408 9.23157 2.69678 -1.9203 -1.9203 0.000191771 -0.000653479 
0.0034086 9.44528 3.08367 -1.64008 -1.64008 0.000163787 -0.000636161 
0.0034092 9.62506 3.45948 -1.35396 -1.35396 0.000135214 -0.000616558 
0.0034098 9.77028 3.82287 -1.06298 -1.06298 0.000106155 -0.00059474 
0.0034104 9.8804 4.17253 -0.768185 -0.768185 7.6715e-005 -0.000570787 
0.003411 9.95503 4.5072 -0.470629 -0.470629 4.69994e-005 -0.000544782 
0.0034116 9.9939 4.82568 -0.171382 -0.171382 1.71151e-005 -0.000516822 
0.0034122 9.99687 5.12683 0.128481 0.128481 -1.28307e-005 -0.000487004 
0.0034128 9.96394 5.40956 0.427881 0.427881 -4.27305e-005 -0.000455438 
0.0034134 9.89522 5.67287 0.725746 0.725746 -7.24767e-005 -0.000422235 
0.003414 9.79095 5.91579 1.021 1.021 -0.000101963 -0.000387516 
0.0034146 9.65152 6.13747 1.31259 1.31259 -0.000131082 -0.000351405 
0.0034152 9.47742 6.3371 1.59947 1.59947 -0.000159731 -0.000314032 
0.0034158 9.26927 6.51397 1.8806 1.8806 -0.000187806 -0.000275531 
0.0034164 9.02784 6.66744 2.15497 2.15497 -0.000215207 -0.00023604 
0.003417 8.75397 6.79696 2.42161 2.42161 -0.000241834 -0.000195701 
0.0034176 8.44866 6.90207 2.67954 2.67954 -0.000267593 -0.000154659 
0.0034182 8.11301 6.98238 2.92786 2.92786 -0.000292391 -0.000113062 
0.0034188 7.74821 7.03762 3.16565 3.16565 -0.000316138 -7.10588e-005 
0.0034194 7.35558 7.06758 3.39207 3.39207 -0.00033875 -2.88003e-005 
0.00342 6.93653 7.07215 3.60631 3.60631 -0.000360145 1.35617e-005 
0.0034206 6.49257 7.05132 3.8076 3.8076 -0.000380247 5.5875e-005 
0.0034212 6.02528 7.00516 3.99521 3.99521 -0.000398983 9.79876e-005 
0.0034218 5.53636 6.93384 4.16847 4.16847 -0.000416285 0.000139748 
0.0034224 5.02754 6.83761 4.32676 4.32676 -0.000432092 0.000181007 
0.003423 4.50067 6.71683 4.4695 4.4695 -0.000446348 0.000221615 
0.0034236 3.95763 6.57191 4.59619 4.59619 -0.000459 0.000261428 
0.0034242 3.40038 6.40339 4.70638 4.70638 -0.000470003 0.000300301 
0.0034248 2.83091 6.21188 4.79965 4.79965 -0.000479318 0.000338096 
0.0034254 2.25128 5.99804 4.87569 4.87569 -0.000486912 0.000374676 
0.003426 1.66356 5.76267 4.93422 4.93422 -0.000492756 0.000409911 
0.0034266 1.06986 5.50659 4.97502 4.97502 -0.000496831 0.000443673 
0.0034272 0.47232 5.23074 4.99795 4.99795 -0.000499121 0.000475842 
0.0034278 -0.126917 4.93609 5.00293 5.00293 -0.000499618 0.000506301 
0.0034284 -0.725698 4.62372 4.98993 4.98993 -0.000498321 0.000534942 
0.003429 -1.32187 4.29474 4.95902 4.95902 -0.000495233 0.000561661 
0.0034296 -1.9133 3.95033 4.91029 4.91029 -0.000490367 0.000586363 
0.0034302 -2.49785 3.59174 4.84393 4.84393 -0.00048374 0.000608959 
0.0034308 -3.07343 3.22024 4.76016 4.76016 -0.000475375 0.000629367 
0.0034314 -3.63798 2.83717 4.6593 4.6593 -0.000465302 0.000647515 
0.003432 -4.18945 2.44392 4.54171 4.54171 -0.000453558 0.000663337 
0.0034326 -4.72588 2.04189 4.40779 4.40779 -0.000440185 0.000676776 
